eA,eA_Pattern,eA_Name,eA_Content,mA,mA_Pattern,mA_Unit,mA_from,mA_value,mA_to,t_Pattern,t_factor,t_from,t_value,t_to,c_Pattern,c_Name,c_factor,eB,eB_Pattern,eB_Name,eB_Content,mB,mB_Pattern,mB_Unit,mB_from,mB_value,mB_to,c,t
r,mauris,sit amet nulla,dui vel nisl duis ac,r,neque sapien placerat,%,658.54,122.05,797.48,suspendisse potenti cras in,7.92,303.53,152.86,722.08,lectus pellentesque,amet diam in,7.81,p,praesent id,natoque penatibus,nisl aenean lectus pellentesque eget nunc donec,r,arcu sed augue,kg,719.07,299.34,270.74,rp,rr
s,id luctus,ipsum primis in,sit amet eleifend pede libero,i,amet erat nulla,USD,516.77,309.16,687.03,mauris non ligula,0.21,3.49,601.72,988.96,a nibh,est phasellus sit amet,7.82,r,pulvinar lobortis,at lorem integer,nulla tempus vivamus in felis eu sapien,p,consequat dui nec,m,425.59,440.83,698.33,sr,ip
o,ac,molestie sed justo,odio consequat varius integer ac,r,feugiat et eros,kg,403.75,153.47,948.96,velit donec diam neque,9.28,196.01,419.59,103.18,semper rutrum,at lorem,1.11,o,et,eu orci,lacinia erat vestibulum sed magna at nunc,i,enim blandit mi,m,593.81,560.07,903.36,oo,ri
i,proin eu,leo rhoncus sed,sagittis nam congue risus semper,o,ipsum dolor sit,%,856.26,132.24,403.44,pellentesque at nulla,9.49,570.7,521.28,908.81,ut mauris,aliquet massa id lobortis,4.57,i,dapibus at,faucibus accumsan odio,consequat morbi a ipsum integer a nibh,r,diam erat fermentum,USD,349.4,878.55,302.02,ii,or
o,velit vivamus,lobortis vel dapibus,donec odio justo sollicitudin ut,s,neque libero,m,901.48,840.62,351.42,dictumst etiam faucibus cursus,4.08,255.45,349.51,581.88,imperdiet et,pede justo lacinia,0.18,i,augue,tincidunt nulla mollis,pede posuere nonummy integer non velit donec,i,tristique est et,m,321.76,143.61,137.77,oi,si
i,eros vestibulum,in faucibus,orci eget orci vehicula condimentum,r,in quis,%,209.77,246.24,677.91,cubilia curae mauris,4.49,177.0,992.61,797.38,et ultrices,risus praesent lectus,8.12,p,in tempus,dictumst maecenas,congue diam id ornare imperdiet sapien urna,s,erat eros viverra,kg,710.98,259.79,344.61,ip,rs
i,rhoncus sed,vestibulum ac,in blandit ultrices enim lorem ipsum dolor,p,sit amet diam,USD,497.03,785.38,28.26,sodales sed tincidunt eu,9.86,405.13,92.26,562.02,aenean lectus,id pretium iaculis diam,2.31,p,ut nulla,dui vel,mi nulla ac enim in tempor turpis,i,leo odio condimentum,%,337.18,218.56,214.53,ip,pi
s,orci,turpis eget elit,eget tempus vel pede morbi porttitor,r,volutpat erat quisque,m,309.45,223.63,641.43,congue risus semper,6.79,983.02,146.65,266.06,facilisi,sit amet sem fusce,8.29,p,quis tortor,phasellus sit amet,proin risus praesent lectus vestibulum quam sapien,p,eleifend luctus ultricies,%,199.33,749.76,455.54,sp,rp
o,vivamus in,vel augue,eros elementum pellentesque quisque porta volutpat erat,i,volutpat quam pede,kg,117.48,739.22,532.71,at vulputate vitae,2.55,268.46,866.9,191.63,gravida,imperdiet nullam,2.11,o,et,turpis eget,egestas metus aenean fermentum donec ut mauris,s,semper est,kg,69.18,625.15,8.14,oo,is
p,ullamcorper,posuere cubilia,euismod scelerisque quam turpis adipiscing lorem,p,libero non,USD,702.74,477.66,331.3,vel augue vestibulum rutrum,6.34,364.3,761.32,418.82,auctor sed,montes nascetur ridiculus,9.05,p,neque vestibulum,molestie nibh in,sem fusce consequat nulla nisl nunc nisl,s,sapien in sapien,kg,923.1,510.12,486.36,pp,ps
p,proin leo,porttitor lorem id,est risus auctor sed tristique in,i,interdum mauris,m,869.27,229.4,735.02,pede libero quis,3.87,721.84,444.34,852.38,volutpat dui,dictumst aliquam,6.14,i,nonummy maecenas,pede ac diam,mauris non ligula pellentesque ultrices phasellus id,p,curabitur gravida nisi,%,241.4,286.61,854.35,pi,ip
r,rhoncus dui,lacinia erat,lorem ipsum dolor sit amet consectetuer adipiscing,o,amet eros suspendisse,USD,475.82,571.61,462.32,ac tellus semper interdum,0.8,521.71,126.68,408.93,eget,nulla sed vel,4.9,r,interdum mauris,vel enim sit,odio porttitor id consequat in consequat ut,o,massa id nisl,%,952.77,824.08,976.65,rr,oo
i,lacinia,eu nibh quisque,purus aliquet at feugiat non,o,quisque id,USD,667.08,982.01,270.37,amet diam in magna,0.72,234.45,730.77,587.3,praesent,elit sodales scelerisque,3.63,s,est risus,suspendisse ornare consequat,ultrices posuere cubilia curae duis faucibus accumsan,s,magnis dis,USD,633.92,302.25,261.58,is,os
r,nisl,pede justo lacinia,et ultrices posuere cubilia curae mauris viverra,r,ipsum ac,%,900.12,479.82,175.05,faucibus orci luctus et,8.22,938.57,329.04,967.84,erat,a suscipit nulla elit,7.71,s,primis,elementum eu interdum,interdum mauris ullamcorper purus sit amet nulla,r,pulvinar nulla pede,%,958.01,980.5,355.73,rs,rr
p,nisl duis,ut volutpat sapien,diam vitae quam suspendisse potenti,p,justo nec condimentum,%,88.62,384.47,340.21,id sapien in,3.18,616.91,545.98,569.66,lectus,habitasse platea dictumst morbi,3.65,o,non velit,nulla elit ac,faucibus cursus urna ut tellus nulla ut,s,ac nibh fusce,kg,623.39,53.39,874.17,po,ps
s,nulla quisque,habitasse platea,erat id mauris vulputate elementum,o,eros elementum,m,24.15,259.22,217.66,neque sapien placerat ante,7.79,546.82,95.79,630.54,ut,id nisl venenatis,0.21,r,felis sed,pellentesque quisque,at turpis donec posuere metus vitae ipsum,p,amet lobortis,%,75.79,868.11,470.0,sr,op
s,interdum,convallis tortor risus,ultrices posuere cubilia curae mauris viverra,o,habitasse platea,USD,918.15,388.76,145.51,nulla suspendisse potenti,2.55,830.64,958.11,37.73,est,arcu sed,5.36,s,in,sem fusce consequat,elit sodales scelerisque mauris sit amet eros,i,nulla mollis molestie,USD,342.91,979.15,944.59,ss,oi
o,ante nulla,nunc donec quis,semper porta volutpat quam pede lobortis,i,sed justo,%,746.72,336.19,322.45,integer a nibh in,3.62,772.82,643.16,450.03,proin,luctus ultricies,5.71,s,orci,ligula vehicula,lorem ipsum dolor sit amet consectetuer adipiscing,p,fusce lacus purus,USD,834.82,462.76,109.46,os,ip
i,bibendum,consequat dui,odio justo sollicitudin ut suscipit a feugiat,r,in purus eu,USD,825.98,722.59,316.79,habitasse platea dictumst,8.41,114.25,749.22,597.98,urna ut,quis odio consequat,4.98,i,lorem id,elementum eu,dui vel nisl duis ac nibh fusce,s,ultrices posuere cubilia,USD,348.48,725.47,153.81,ii,rs
r,semper,tincidunt nulla,rutrum neque aenean auctor gravida sem praesent,i,mauris viverra,USD,458.43,11.72,320.43,pretium iaculis justo in,4.14,673.67,789.01,843.37,diam,semper porta,1.01,p,nisl duis,augue vel accumsan,sapien arcu sed augue aliquam erat volutpat,i,auctor sed tristique,%,159.6,125.41,419.09,rp,ii
r,vitae mattis,in sapien,cras in purus eu magna,i,tellus in,USD,924.48,479.29,708.0,consequat lectus in,4.07,66.65,617.48,163.33,id,dolor vel est donec,5.29,o,nulla,sit amet cursus,vitae quam suspendisse potenti nullam porttitor lacus,s,turpis sed ante,kg,700.07,705.98,122.0,ro,is
i,sed,dolor quis odio,justo etiam pretium iaculis justo in hac,i,in faucibus,m,839.51,505.19,974.01,quam sapien varius,6.88,934.69,242.14,695.26,quam suspendisse,primis in faucibus,1.62,r,suscipit,ipsum integer,donec quis orci eget orci vehicula condimentum,r,mi sit,%,760.38,883.97,86.83,ir,ir
i,vivamus,ut dolor,justo etiam pretium iaculis justo,s,eu sapien cursus,kg,925.88,292.15,889.52,in blandit ultrices,1.31,290.53,679.46,179.74,velit vivamus,dictumst maecenas ut massa,4.28,s,augue a,sapien iaculis congue,pellentesque ultrices phasellus id sapien in sapien,i,luctus et,%,702.16,740.21,952.03,is,si
s,mollis,eget eros,amet cursus id turpis integer,s,sit amet eros,kg,899.73,768.4,86.61,quisque porta volutpat erat,7.1,416.94,336.16,729.16,maecenas,vel lectus in quam,9.35,s,turpis,non velit,lobortis ligula sit amet eleifend pede libero,p,semper est quam,m,722.92,314.31,984.5,ss,sp
r,felis ut,vehicula condimentum,eget tincidunt eget tempus vel pede morbi,p,luctus ultricies eu,m,930.31,94.5,735.63,magna vestibulum aliquet,1.77,846.9,168.35,893.11,in,vulputate luctus cum sociis,4.55,s,laoreet ut,in porttitor pede,nisi eu orci mauris lacinia sapien quis,i,pretium quis,%,751.39,675.83,111.17,rs,pi
i,in quis,consequat nulla,faucibus orci luctus et ultrices,r,leo pellentesque,%,719.52,911.28,795.46,tortor id nulla ultrices,3.92,729.01,224.5,729.3,donec,et magnis dis,1.47,o,tincidunt in,justo sit amet,luctus et ultrices posuere cubilia curae mauris,o,nisl venenatis,%,200.08,568.11,62.58,io,ro
i,varius,proin interdum,posuere felis sed lacus morbi,s,porttitor id consequat,%,200.41,805.8,805.21,est risus auctor sed,6.73,947.66,312.12,555.61,donec semper,dictumst etiam faucibus,6.38,i,tincidunt eget,id massa,lobortis convallis tortor risus dapibus augue vel,o,adipiscing elit,USD,833.0,561.68,605.96,ii,so
s,ac nibh,in imperdiet et,quis lectus suspendisse potenti in eleifend quam,o,ante ipsum,m,790.14,970.52,874.94,volutpat dui maecenas tristique,3.53,554.46,626.01,438.77,nullam,elit proin interdum,1.7,i,a suscipit,cubilia curae nulla,turpis integer aliquet massa id lobortis convallis,p,magna bibendum,kg,345.4,424.87,805.25,si,op
o,dapibus nulla,aenean fermentum donec,non sodales sed tincidunt eu felis,i,faucibus cursus urna,kg,687.83,800.56,19.46,malesuada in imperdiet et,0.08,714.25,386.87,265.21,lacus purus,et commodo,7.68,i,non,sapien urna,faucibus orci luctus et ultrices posuere cubilia,s,vel pede,%,488.23,440.59,213.35,oi,is
i,sapien a,ultrices posuere,sit amet diam in magna bibendum imperdiet,p,orci mauris lacinia,m,478.37,602.15,10.31,vel accumsan tellus,5.41,687.42,284.98,262.2,tortor,cubilia curae nulla dapibus,3.76,p,massa tempor,congue etiam justo,neque libero convallis eget eleifend luctus ultricies,s,erat quisque erat,USD,893.29,314.71,97.3,ip,ps
s,hac,sit amet eleifend,at nulla suspendisse potenti cras in,r,lacinia erat vestibulum,m,503.98,151.23,312.73,ac lobortis vel,4.83,510.66,423.25,278.93,congue,est et tempus semper,2.99,i,integer tincidunt,nisi venenatis tristique,at turpis a pede posuere nonummy integer,p,leo odio porttitor,kg,260.19,616.05,369.47,si,rp
p,erat fermentum,lectus in est,eu mi nulla ac enim,p,ut rhoncus aliquet,USD,169.41,301.56,494.52,rhoncus dui vel,2.75,269.79,899.16,741.79,dapibus,ligula vehicula consequat,6.87,o,pede,pulvinar lobortis,sit amet justo morbi ut odio cras,o,montes nascetur ridiculus,m,448.52,883.12,870.5,po,po
s,ultrices,sit amet justo,pede justo lacinia eget tincidunt,o,nulla integer pede,%,538.44,929.17,325.71,justo maecenas rhoncus aliquam,1.79,439.38,380.96,850.05,vestibulum vestibulum,tellus in sagittis dui,7.61,i,nec,risus semper,id lobortis convallis tortor risus dapibus augue,p,magna vestibulum,m,444.0,901.61,295.06,si,op
r,mattis,nunc purus phasellus,penatibus et magnis dis parturient montes nascetur,p,eros vestibulum ac,USD,104.79,601.9,267.0,libero nullam sit amet,5.37,151.53,731.89,700.78,ac,felis sed lacus morbi,6.6,s,justo,turpis integer,tempus vel pede morbi porttitor lorem id,i,rutrum at,%,470.01,184.44,741.91,rs,pi
r,nunc purus,sit amet,suspendisse accumsan tortor quis turpis sed ante,o,condimentum id luctus,kg,178.62,249.2,97.05,placerat ante nulla,9.16,427.9,613.2,296.86,leo,ultrices posuere cubilia curae,2.01,r,vestibulum sit,id massa id,in magna bibendum imperdiet nullam orci pede,r,sed vel,m,897.52,669.21,922.28,rr,or
p,lorem,curae nulla dapibus,praesent blandit lacinia erat vestibulum sed magna,r,nullam porttitor,kg,398.04,902.15,365.32,maecenas tincidunt lacus at,2.17,696.61,636.91,803.8,phasellus,nam tristique tortor,6.02,p,venenatis tristique,in purus,nisi vulputate nonummy maecenas tincidunt lacus at,r,blandit mi,USD,9.93,258.53,354.35,pp,rr
r,rhoncus sed,nulla facilisi,nunc nisl duis bibendum felis sed,r,mauris morbi non,USD,61.59,530.65,495.98,volutpat sapien arcu sed,5.87,84.71,110.44,437.57,et ultrices,luctus rutrum nulla tellus,8.69,r,semper porta,vitae ipsum aliquam,vestibulum quam sapien varius ut blandit non,s,ut massa,%,221.11,976.63,247.23,rr,rs
p,turpis integer,est phasellus,nisl venenatis lacinia aenean sit amet,o,orci pede venenatis,USD,855.08,33.56,838.18,luctus rutrum nulla,7.65,107.06,964.88,563.99,non ligula,odio cras mi pede,7.7,i,integer ac,eleifend donec ut,ante vel ipsum praesent blandit lacinia erat,p,pede ac,USD,940.71,350.5,161.22,pi,op
p,vel,ultrices enim,diam vitae quam suspendisse potenti nullam,o,ut massa quis,kg,995.57,525.61,415.92,suspendisse accumsan tortor quis,9.42,120.33,732.39,120.64,in,nam congue,9.68,r,in faucibus,auctor sed,libero non mattis pulvinar nulla pede ullamcorper,p,sed justo,%,683.34,537.21,243.84,pr,op
r,luctus,lorem quisque,metus sapien ut nunc vestibulum ante,s,arcu sed augue,m,270.54,49.85,94.85,at vulputate vitae nisl,4.3,566.36,574.51,595.16,vehicula consequat,nec molestie sed,8.63,o,praesent,hendrerit at,donec quis orci eget orci vehicula condimentum,i,vel enim sit,kg,9.51,581.82,316.33,ro,si
r,feugiat non,leo odio porttitor,turpis a pede posuere nonummy integer,p,primis in faucibus,USD,340.91,583.77,898.23,tristique tortor eu,7.17,814.91,250.21,641.92,sed,dis parturient montes nascetur,5.92,o,sapien,volutpat quam pede,sed tincidunt eu felis fusce posuere felis,r,proin at turpis,%,826.34,823.16,223.57,ro,pr
s,in tempus,lacinia nisi venenatis,nunc proin at turpis a pede posuere,r,primis in faucibus,USD,413.5,493.67,880.17,est donec odio,7.38,177.13,871.1,802.61,ipsum,orci luctus,6.2,s,sed nisl,risus praesent,eget nunc donec quis orci eget orci,o,sem fusce,USD,609.74,603.68,151.37,ss,ro
r,mauris enim,nisl duis,tortor duis mattis egestas metus aenean fermentum,s,posuere cubilia curae,USD,592.14,371.14,792.19,nulla suscipit ligula in,7.86,334.14,679.61,118.73,porttitor,porta volutpat erat quisque,6.75,s,blandit non,turpis donec posuere,amet justo morbi ut odio cras mi,o,quis tortor,m,672.71,444.32,628.06,rs,so
s,ut erat,volutpat quam,sed interdum venenatis turpis enim,o,luctus et,%,367.13,668.94,502.94,eget congue eget,8.46,489.99,594.66,452.04,hac,adipiscing molestie,4.25,r,amet,tortor duis mattis,vivamus metus arcu adipiscing molestie hendrerit at,i,ac neque,USD,848.25,73.6,528.85,sr,oi
r,nullam orci,in faucibus orci,dictumst aliquam augue quam sollicitudin vitae consectetuer,r,eleifend quam,%,492.02,622.05,383.08,sit amet turpis,0.88,729.66,835.69,272.23,aliquam augue,mauris sit amet eros,5.61,o,tortor quis,leo odio porttitor,maecenas leo odio condimentum id luctus nec,s,interdum in ante,kg,306.54,351.74,859.5,ro,rs
i,in hac,non lectus aliquam,sapien sapien non mi integer,r,dapibus nulla suscipit,%,796.98,592.19,42.94,felis sed lacus,1.22,244.07,693.83,397.39,orci luctus,augue vestibulum ante ipsum,3.27,i,volutpat erat,vestibulum ac est,congue etiam justo etiam pretium iaculis justo,s,nulla ultrices aliquet,kg,946.3,75.59,163.94,ii,rs
r,varius,erat vestibulum sed,nisi vulputate nonummy maecenas tincidunt lacus at,o,orci eget,kg,518.61,923.89,241.92,sapien placerat ante nulla,3.87,547.41,187.68,633.53,magna,rutrum rutrum neque,8.86,s,nisl,laoreet ut,quam pharetra magna ac consequat metus sapien,i,convallis tortor,m,166.72,481.0,195.24,rs,oi
p,vehicula,ullamcorper augue a,blandit mi in porttitor pede justo,p,turpis enim blandit,kg,409.42,873.94,502.25,amet nulla quisque arcu,4.1,498.83,55.41,515.39,orci,tortor sollicitudin,8.96,i,parturient,hendrerit at,arcu adipiscing molestie hendrerit at vulputate vitae,r,ultrices posuere,%,619.8,872.04,473.41,pi,pr
i,turpis elementum,suscipit ligula in,posuere felis sed lacus morbi sem mauris,r,morbi non,USD,972.84,498.92,406.03,leo pellentesque ultrices,2.65,661.81,920.23,979.43,mattis,feugiat et,5.18,i,imperdiet nullam,nec molestie,erat curabitur gravida nisi at nibh in,p,integer non,kg,944.74,867.03,833.72,ii,rp
p,semper porta,in magna,mauris enim leo rhoncus sed vestibulum,o,purus eu magna,%,530.34,19.35,857.63,est congue elementum in,0.78,300.38,278.77,760.44,fusce lacus,sagittis sapien cum,0.21,r,nullam sit,venenatis lacinia,morbi quis tortor id nulla ultrices aliquet,i,at ipsum,kg,772.86,985.2,789.22,pr,oi
s,nibh,nulla ultrices aliquet,mattis egestas metus aenean fermentum donec ut,s,consectetuer adipiscing elit,USD,317.78,199.53,158.74,lectus vestibulum quam,6.89,120.25,743.21,422.56,pede,non mattis,3.77,p,bibendum,posuere nonummy,dolor sit amet consectetuer adipiscing elit proin,s,purus aliquet,USD,54.57,798.09,228.02,sp,ss
i,eget,eu nibh,nunc donec quis orci eget orci vehicula,s,vitae nisl,USD,603.17,155.89,67.32,ac leo pellentesque ultrices,1.15,890.02,853.81,382.24,sed sagittis,eleifend luctus ultricies eu,4.02,r,vulputate justo,at velit,augue aliquam erat volutpat in congue etiam,p,montes nascetur ridiculus,USD,726.83,485.89,845.94,ir,sp
i,rutrum rutrum,ligula nec,ligula suspendisse ornare consequat lectus,r,in quam,%,982.78,110.4,109.02,ultrices phasellus id,0.98,584.98,661.48,545.65,nulla elit,morbi vel,9.11,s,arcu,mollis molestie lorem,quam pharetra magna ac consequat metus sapien,o,viverra diam,kg,91.97,262.46,420.69,is,ro
i,at nunc,eu nibh quisque,imperdiet sapien urna pretium nisl ut,r,cubilia curae duis,m,642.06,582.8,591.59,maecenas ut massa,4.95,353.6,879.1,719.77,semper sapien,accumsan tortor quis,3.94,p,in,morbi sem mauris,ridiculus mus vivamus vestibulum sagittis sapien cum,s,vivamus vel nulla,m,666.09,180.39,975.93,ip,rs
p,lacinia,ut ultrices,luctus et ultrices posuere cubilia curae donec,s,sem mauris,USD,92.65,413.59,357.22,volutpat eleifend donec ut,7.86,175.69,472.41,760.16,consequat,interdum mauris,5.64,r,vel,duis consequat dui,ut nunc vestibulum ante ipsum primis in,s,eget tincidunt eget,m,967.41,441.2,745.17,pr,ss
r,ligula in,aenean auctor,duis bibendum felis sed interdum venenatis,r,ipsum primis,%,52.22,455.73,655.31,vestibulum sagittis sapien,6.13,875.9,608.7,898.07,nulla,interdum mauris,8.08,p,primis in,nunc commodo placerat,dolor sit amet consectetuer adipiscing elit proin,r,dolor vel,kg,827.11,91.01,62.55,rp,rr
p,nunc rhoncus,nullam sit amet,eros suspendisse accumsan tortor quis turpis sed,i,sit amet lobortis,kg,395.74,343.69,926.11,faucibus orci luctus et,2.78,967.44,433.43,293.4,eget,ipsum primis in,6.0,o,aenean sit,leo rhoncus sed,sed sagittis nam congue risus semper porta,s,aenean lectus,kg,572.12,414.39,14.21,po,is
s,suspendisse accumsan,consequat nulla,sed tristique in tempus sit amet,o,erat eros viverra,USD,519.87,349.85,806.32,molestie lorem quisque ut,6.17,512.48,451.28,265.82,ultrices,condimentum id luctus nec,3.08,s,orci luctus,et magnis,sit amet turpis elementum ligula vehicula consequat,r,interdum venenatis,USD,767.04,261.57,400.83,ss,or
r,rhoncus,nascetur ridiculus,praesent lectus vestibulum quam sapien,i,adipiscing lorem vitae,%,54.71,928.2,889.66,mollis molestie lorem quisque,4.95,859.32,457.96,63.41,sit,luctus cum sociis natoque,7.19,o,suspendisse,auctor sed,maecenas tincidunt lacus at velit vivamus vel,i,pellentesque ultrices,m,709.93,899.69,386.17,ro,ii
r,morbi quis,sem mauris laoreet,vestibulum ante ipsum primis in faucibus,o,sollicitudin vitae consectetuer,%,76.18,299.91,712.14,vestibulum rutrum rutrum neque,4.49,560.76,489.79,760.17,eget,posuere cubilia curae,9.57,r,condimentum,blandit nam,at turpis donec posuere metus vitae ipsum,o,rhoncus sed vestibulum,USD,140.16,899.96,968.5,rr,oo
p,urna,id ligula suspendisse,sagittis sapien cum sociis natoque penatibus,p,nulla ut,kg,385.15,207.72,898.97,curabitur in libero,0.95,651.38,122.45,736.9,at velit,turpis a,2.43,r,dolor quis,curabitur at,mauris sit amet eros suspendisse accumsan tortor,p,praesent id massa,m,633.36,929.77,426.26,pr,pp
o,nunc,suspendisse potenti,proin leo odio porttitor id,i,odio donec,%,808.21,340.76,833.55,sollicitudin vitae consectetuer,9.3,821.45,874.62,552.19,rhoncus,turpis nec euismod scelerisque,5.68,o,in imperdiet,curabitur gravida,at vulputate vitae nisl aenean lectus pellentesque,s,dui vel sem,kg,227.86,156.57,838.41,oo,is
