eA,eA_Pattern,eA_Name,eA_Content,mA,mA_Pattern,mA_Unit,mA_from,mA_value,mA_to,t_Pattern,t_factor,t_from,t_value,t_to,c_Pattern,c_Name,c_factor,eB,eB_Pattern,eB_Name,eB_Content,mB,mB_Pattern,mB_Unit,mB_from,mB_value,mB_to,c,t
r,erat,lobortis vel dapibus,vestibulum vestibulum ante ipsum primis,s,sodales scelerisque mauris,m,533.13,554.48,557.27,pulvinar lobortis est,5.64,733.37,630.32,688.23,gravida nisi,in ante vestibulum,1.64,o,ultricies eu,duis bibendum,pretium quis lectus suspendisse potenti in eleifend,r,morbi sem mauris,USD,554.21,593.39,738.04,ro,sr
o,eleifend,vulputate ut ultrices,viverra dapibus nulla suscipit ligula in,s,pulvinar sed,m,33.49,88.28,281.43,lobortis sapien sapien,0.19,849.16,23.28,860.6,sit,amet nulla,0.68,o,odio,quis orci nullam,nam congue risus semper porta volutpat quam,i,venenatis turpis,m,35.82,20.32,450.39,oo,si
o,lobortis,ipsum primis in,proin leo odio porttitor id consequat,i,vitae ipsum,%,146.64,279.84,982.2,ac leo pellentesque,1.1,171.93,427.35,914.52,mi,in ante,5.83,r,proin,integer ac,in congue etiam justo etiam pretium iaculis,i,vitae mattis nibh,kg,778.08,345.24,181.85,or,ii
p,posuere,donec quis orci,praesent blandit nam nulla integer,r,sodales sed tincidunt,%,491.52,863.32,548.7,orci vehicula condimentum curabitur,1.51,578.55,506.8,672.18,convallis,nascetur ridiculus mus vivamus,1.2,o,in leo,ultrices posuere,eu interdum eu tincidunt in leo maecenas,p,quisque arcu,%,871.03,190.87,191.45,po,rp
r,mattis,ante vel,nec euismod scelerisque quam turpis adipiscing lorem,r,sapien cursus vestibulum,kg,319.19,595.15,380.39,vulputate ut ultrices vel,9.6,419.9,654.62,210.54,dictumst,et eros vestibulum ac,0.52,p,lacus,diam in,vel lectus in quam fringilla rhoncus mauris,i,cursus vestibulum,%,816.48,92.73,385.52,rp,ri
r,mi,massa volutpat convallis,molestie hendrerit at vulputate vitae nisl aenean,i,vel ipsum,m,398.93,139.05,967.58,pede justo lacinia,4.47,827.83,48.8,459.55,libero,faucibus cursus,8.3,i,cras,risus dapibus,tortor risus dapibus augue vel accumsan tellus,i,donec pharetra magna,m,943.47,900.96,979.03,ri,ii
i,dapibus,potenti cras,maecenas tincidunt lacus at velit vivamus,r,posuere metus vitae,m,795.65,610.26,983.52,est donec odio,1.85,585.47,224.99,290.97,leo odio,bibendum imperdiet nullam orci,2.72,s,rutrum neque,pellentesque viverra,nisl aenean lectus pellentesque eget nunc donec,s,arcu libero rutrum,%,810.02,291.23,88.81,is,rs
p,sollicitudin,sapien arcu,dapibus at diam nam tristique tortor,o,semper porta volutpat,%,584.26,990.89,490.15,mauris lacinia sapien quis,2.8,179.99,954.36,850.93,vel,orci luctus et,3.31,o,mollis molestie,magna vestibulum aliquet,condimentum neque sapien placerat ante nulla justo,p,accumsan odio,m,563.45,287.68,944.3,po,op
i,eu massa,ipsum dolor sit,rhoncus sed vestibulum sit amet cursus,i,nisl venenatis,m,303.87,154.99,176.56,nulla sed accumsan,6.66,285.63,128.83,77.94,sed sagittis,hac habitasse platea,9.57,i,sapien varius,mus vivamus vestibulum,porttitor lacus at turpis donec posuere metus,s,vel accumsan tellus,%,364.64,607.56,7.67,ii,is
p,vestibulum,consectetuer adipiscing,nunc rhoncus dui vel sem sed,r,cras pellentesque,USD,30.01,733.3,706.48,nulla tellus in sagittis,7.28,683.06,915.68,840.81,lacus at,blandit ultrices,2.74,p,porta volutpat,venenatis turpis,interdum eu tincidunt in leo maecenas pulvinar,s,dolor quis,USD,448.16,159.03,747.24,pp,rs
o,aliquet,convallis tortor risus,aliquam quis turpis eget elit sodales scelerisque,o,sapien varius,USD,91.15,749.32,288.76,nec condimentum neque,5.07,234.36,596.31,575.8,purus eu,adipiscing elit proin,0.27,i,vestibulum eget,proin eu,montes nascetur ridiculus mus etiam vel augue,i,integer aliquet,USD,665.32,774.33,170.57,oi,oi
i,in hac,leo maecenas,augue quam sollicitudin vitae consectetuer eget rutrum,i,massa id,%,741.78,144.93,383.5,vestibulum velit id pretium,4.26,442.59,241.36,942.06,ut nulla,donec semper,7.48,p,montes,mattis nibh,lectus pellentesque eget nunc donec quis orci,s,in faucibus,%,125.87,708.2,170.1,ip,is
i,lorem vitae,pretium iaculis,felis donec semper sapien a libero,r,in faucibus,kg,528.37,135.18,865.41,ipsum primis in faucibus,5.26,571.73,701.56,386.53,vel sem,potenti in eleifend,7.96,s,pulvinar,leo odio,ut massa quis augue luctus tincidunt nulla,o,metus vitae,%,117.31,857.76,396.73,is,ro
p,neque libero,venenatis lacinia,consequat in consequat ut nulla,r,bibendum morbi non,m,263.75,853.37,304.94,nec euismod scelerisque,1.54,885.13,730.78,683.71,scelerisque,etiam justo etiam,7.25,s,non sodales,curae duis faucibus,convallis nulla neque libero convallis eget eleifend,s,nascetur ridiculus mus,m,986.93,562.21,573.88,ps,rs
s,iaculis justo,luctus ultricies eu,vestibulum quam sapien varius ut,s,posuere nonummy,%,971.45,552.08,71.75,cum sociis natoque,2.83,895.98,944.46,215.34,enim,sagittis nam congue risus,7.41,i,tempus,pharetra magna,nisl aenean lectus pellentesque eget nunc donec,o,est congue,kg,222.17,491.87,317.2,si,so
r,fermentum justo,eget elit,non velit donec diam neque,o,quisque arcu,m,899.29,642.76,354.27,congue elementum in,1.87,779.7,175.14,793.53,integer ac,dolor morbi vel lectus,7.13,r,ipsum integer,massa id lobortis,ante nulla justo aliquam quis turpis eget,r,lacus morbi,m,661.9,519.02,180.62,rr,or
o,vestibulum,erat id mauris,volutpat eleifend donec ut dolor morbi,s,vulputate nonummy maecenas,kg,694.98,370.11,200.27,sit amet nunc viverra,6.37,414.53,887.38,43.51,odio,diam in,2.36,p,aliquet pulvinar,lacinia aenean sit,odio curabitur convallis duis consequat dui nec,o,ut massa,kg,412.48,336.09,566.57,op,so
o,iaculis,eros viverra eget,sapien cursus vestibulum proin eu,i,aliquet maecenas leo,%,340.18,200.18,409.22,ac nibh fusce lacus,4.68,388.49,817.4,380.34,commodo placerat,dolor vel,0.2,i,dui nec,vestibulum rutrum rutrum,cras non velit nec nisi vulputate nonummy,i,aenean lectus pellentesque,%,237.47,738.97,907.71,oi,ii
p,donec,ipsum dolor sit,dis parturient montes nascetur ridiculus mus etiam,o,ut at,%,500.13,218.6,914.01,lorem id ligula,3.94,702.25,173.81,495.27,potenti nullam,mus etiam vel,4.96,o,dui vel,ut odio cras,proin risus praesent lectus vestibulum quam sapien,o,eget nunc donec,kg,626.6,329.85,776.99,po,oo
s,vestibulum,quam fringilla,ligula sit amet eleifend pede libero quis,r,ipsum dolor sit,kg,487.71,908.49,781.76,lacinia eget tincidunt,2.02,952.78,295.77,954.38,odio,ut volutpat,6.7,o,sem,dui vel sem,nibh in hac habitasse platea dictumst aliquam,i,sem mauris laoreet,m,480.02,178.81,880.45,so,ri
r,rhoncus,odio cras,id sapien in sapien iaculis,o,congue eget,m,705.14,960.58,697.47,luctus tincidunt nulla mollis,1.64,678.64,665.57,929.54,lectus,morbi vel lectus,9.06,i,justo,ultrices libero,placerat ante nulla justo aliquam quis turpis,o,eu interdum,m,663.17,726.21,415.83,ri,oo
p,et tempus,quam pharetra magna,massa id nisl venenatis lacinia aenean sit,p,est quam,kg,802.21,323.85,632.22,id ornare imperdiet,2.33,582.52,392.74,637.15,nulla,a ipsum integer a,4.68,s,urna ut,magnis dis parturient,vitae quam suspendisse potenti nullam porttitor lacus,o,a nibh,m,45.15,336.59,634.79,ps,po
s,non lectus,sapien non mi,vestibulum ante ipsum primis in faucibus,i,natoque penatibus et,m,566.54,663.84,374.0,cursus vestibulum proin eu,8.7,999.98,480.75,111.93,in,blandit nam nulla integer,6.2,s,et,et ultrices posuere,magna at nunc commodo placerat praesent blandit,i,et commodo vulputate,m,431.95,771.42,306.16,ss,ii
s,aliquet,in felis,libero nam dui proin leo odio,p,convallis duis,m,547.9,570.51,914.95,ac diam cras,0.88,133.02,933.59,704.05,primis,neque sapien placerat ante,3.64,p,pellentesque,nisi nam ultrices,morbi sem mauris laoreet ut rhoncus aliquet,i,aliquam augue quam,%,66.88,782.35,328.31,sp,pi
r,metus,dui proin leo,ipsum dolor sit amet consectetuer,s,vel nisl duis,m,333.79,274.93,343.95,quis lectus suspendisse,1.52,239.4,59.3,752.54,cursus,nunc donec quis orci,4.4,o,posuere metus,non lectus aliquam,tincidunt eget tempus vel pede morbi porttitor,p,ipsum primis,m,860.17,723.76,402.81,ro,sp
r,tristique fusce,lacinia nisi,semper interdum mauris ullamcorper purus,s,nisl nunc nisl,kg,95.46,301.18,299.73,quisque porta volutpat erat,4.89,568.15,206.34,914.74,orci vehicula,aliquam convallis,5.36,s,faucibus orci,ac diam cras,in est risus auctor sed tristique in,o,natoque penatibus et,USD,569.2,129.31,317.33,rs,so
p,varius nulla,vivamus vestibulum sagittis,dapibus augue vel accumsan tellus,s,sit amet nunc,%,793.65,978.8,617.61,nulla eget eros elementum,3.78,777.98,653.72,271.3,platea,consequat dui nec,1.31,i,dictumst,turpis enim,donec quis orci eget orci vehicula condimentum,p,interdum venenatis turpis,m,596.17,570.75,102.61,pi,sp
p,justo,accumsan felis,at turpis a pede posuere nonummy integer,o,imperdiet sapien,m,958.82,18.79,973.34,aenean lectus pellentesque,3.69,546.6,131.45,100.78,nullam,odio consequat,0.94,s,lacus,praesent id,fusce posuere felis sed lacus morbi sem,o,fringilla rhoncus mauris,USD,179.21,268.97,182.33,ps,oo
i,dolor sit,id consequat,at diam nam tristique tortor eu pede,r,sit amet cursus,USD,159.84,677.25,403.63,dolor quis odio consequat,7.39,918.02,245.67,405.96,in,ut massa quis augue,9.6,r,ante vivamus,porta volutpat erat,malesuada in imperdiet et commodo vulputate justo,o,vestibulum quam,kg,849.92,533.38,88.54,ir,ro
r,amet,in purus,dis parturient montes nascetur ridiculus mus etiam,o,lectus suspendisse,kg,127.95,545.7,285.13,odio elementum eu interdum,4.76,447.15,167.45,552.65,morbi,libero ut massa,6.06,p,ac diam,pulvinar nulla pede,consectetuer eget rutrum at lorem integer tincidunt,o,curabitur in libero,m,241.24,810.62,271.31,rp,oo
p,neque vestibulum,vel accumsan tellus,quis orci nullam molestie nibh in,r,sapien placerat ante,%,618.29,585.9,623.29,dignissim vestibulum vestibulum,8.85,972.42,402.97,399.91,orci luctus,adipiscing elit proin interdum,9.53,i,vel,diam nam tristique,facilisi cras non velit nec nisi vulputate,o,mattis pulvinar nulla,%,93.43,103.89,495.68,pi,ro
p,at diam,integer ac neque,posuere metus vitae ipsum aliquam,o,in felis,%,505.85,948.46,871.78,ac tellus semper interdum,2.33,282.38,453.76,110.17,pede posuere,natoque penatibus et,6.5,i,blandit,cras non,sed sagittis nam congue risus semper porta,i,vel est donec,%,840.97,366.17,332.1,pi,oi
p,non,ut mauris,eget orci vehicula condimentum curabitur in libero,p,lacinia eget,USD,130.86,958.53,59.34,diam in magna,8.06,793.01,107.97,756.95,at,in eleifend quam,9.94,p,suscipit nulla,mattis odio,at turpis a pede posuere nonummy integer,s,quam sapien varius,USD,887.31,16.87,944.69,pp,ps
p,semper est,enim leo,vivamus tortor duis mattis egestas,r,molestie sed,kg,656.89,158.31,721.27,quisque arcu libero,0.95,173.42,283.43,517.41,vestibulum sit,potenti cras,8.53,i,libero nam,congue vivamus,felis eu sapien cursus vestibulum proin eu,r,velit nec nisi,kg,322.41,699.6,308.14,pi,rr
p,mus etiam,lacus curabitur,non mattis pulvinar nulla pede,o,morbi odio odio,kg,645.32,712.62,787.57,dictumst maecenas ut massa,7.47,78.88,621.06,472.2,ut,quis orci,0.25,p,lorem,morbi porttitor,luctus rutrum nulla tellus in sagittis dui,s,erat id,USD,145.39,814.25,570.1,pp,os
s,integer,molestie lorem,cubilia curae nulla dapibus dolor,s,parturient montes nascetur,m,278.39,316.17,283.65,morbi odio odio elementum,7.77,3.5,478.26,973.81,rhoncus,sapien in sapien,7.55,o,ornare imperdiet,posuere cubilia,in sapien iaculis congue vivamus metus arcu,o,vitae consectetuer,%,617.1,777.82,839.78,so,so
s,consequat metus,vestibulum ante ipsum,aliquam sit amet diam in,o,dictumst aliquam,m,149.37,423.69,604.21,arcu libero rutrum ac,4.63,50.04,909.61,273.77,in eleifend,penatibus et,1.82,i,in consequat,quisque erat eros,morbi non quam nec dui luctus rutrum,p,luctus et,kg,797.05,828.44,918.86,si,op
r,lectus,augue aliquam,sit amet nunc viverra dapibus nulla,s,libero quis,USD,142.35,53.53,769.83,felis sed lacus,9.57,394.03,508.75,611.45,cursus,donec diam neque,4.23,s,id,sed tincidunt,consequat lectus in est risus auctor sed,p,ut erat curabitur,kg,372.67,501.51,114.62,rs,sp
i,lobortis,at vulputate,non ligula pellentesque ultrices phasellus,o,felis sed,m,429.85,70.28,5.2,iaculis congue vivamus,3.94,317.01,630.5,417.86,felis,in lectus,9.76,o,integer aliquet,nulla neque,sit amet sapien dignissim vestibulum vestibulum ante,s,congue risus semper,USD,143.49,797.06,705.2,io,os
o,eget eleifend,et ultrices,luctus et ultrices posuere cubilia,s,pellentesque quisque porta,USD,448.82,588.14,800.48,ipsum primis in faucibus,4.72,984.23,977.74,511.41,neque aenean,feugiat et eros vestibulum,7.71,s,pretium quis,aliquam augue,sapien cursus vestibulum proin eu mi nulla,o,sem fusce,%,362.72,763.79,302.85,os,so
r,erat id,velit donec,suscipit nulla elit ac nulla sed,p,nonummy maecenas,m,171.2,865.2,158.99,justo in hac habitasse,2.54,889.55,312.57,880.28,dui,massa id lobortis convallis,7.84,r,tellus,nullam sit amet,volutpat dui maecenas tristique est et tempus,o,porttitor lacus,USD,392.67,914.03,415.21,rr,po
r,commodo placerat,augue quam,amet justo morbi ut odio cras,p,venenatis turpis,USD,418.25,453.0,874.43,lobortis ligula sit amet,7.07,158.54,598.23,669.9,nunc donec,vestibulum ante,8.33,o,ligula in,vestibulum ac,magnis dis parturient montes nascetur ridiculus mus,p,sapien cursus,m,354.95,963.26,683.45,ro,pp
o,justo etiam,quam pede,fusce lacus purus aliquet at feugiat non,r,quam a odio,%,383.98,433.43,122.91,eget semper rutrum nulla,1.09,936.59,383.92,393.0,vel,felis fusce,2.26,p,placerat,mattis pulvinar,pharetra magna ac consequat metus sapien ut,o,ultrices mattis odio,kg,217.0,724.72,116.15,op,ro
r,elit proin,congue elementum in,dui maecenas tristique est et tempus semper,o,in hac habitasse,kg,708.85,198.67,505.72,at velit vivamus,7.89,337.44,974.57,207.04,tristique,ut erat id,1.27,p,iaculis,lectus suspendisse potenti,accumsan felis ut at dolor quis odio,p,eros suspendisse,%,347.14,444.33,614.56,rp,op
o,quisque arcu,congue etiam justo,sagittis nam congue risus semper porta,s,nulla mollis,kg,90.96,916.89,190.78,erat vestibulum sed,0.44,580.89,669.52,520.57,ut,integer pede,3.17,p,vivamus,nulla quisque arcu,nam nulla integer pede justo lacinia eget,o,suscipit a feugiat,m,423.09,615.42,440.64,op,so
p,integer a,ultrices enim lorem,consequat in consequat ut nulla sed accumsan,r,porta volutpat erat,m,228.6,825.95,620.71,natoque penatibus et,8.99,376.01,449.66,932.51,posuere,nisl duis,5.77,i,platea,primis in faucibus,ante ipsum primis in faucibus orci luctus,p,id lobortis convallis,m,943.08,708.53,740.16,pi,rp
p,ligula,integer a,turpis elementum ligula vehicula consequat morbi,p,tristique fusce,USD,927.79,388.31,41.77,ultrices phasellus id sapien,5.47,472.5,329.81,129.47,erat,pellentesque ultrices phasellus id,3.21,p,euismod,eget elit sodales,eu massa donec dapibus duis at velit,r,imperdiet nullam,kg,703.35,407.6,913.49,pp,pr
s,ipsum,auctor sed,magna bibendum imperdiet nullam orci pede venenatis,s,donec semper sapien,m,602.87,193.89,282.86,donec dapibus duis at,7.5,677.78,400.9,400.88,convallis,est donec odio,7.9,i,maecenas,id pretium,aliquet ultrices erat tortor sollicitudin mi sit,s,libero nullam,m,140.44,25.71,493.02,si,ss
p,enim in,consectetuer adipiscing elit,sapien arcu sed augue aliquam erat,o,aliquam lacus,kg,582.35,613.94,701.03,lacus at velit vivamus,1.21,787.77,249.19,524.13,vel augue,justo eu,9.97,s,diam,urna pretium,proin interdum mauris non ligula pellentesque ultrices,p,quis lectus,%,561.84,378.65,954.43,ps,op
i,duis,commodo placerat,eu interdum eu tincidunt in leo,s,in lectus pellentesque,kg,558.44,705.04,904.14,sit amet cursus,1.12,964.98,712.82,417.58,sit amet,at velit,9.67,p,justo nec,metus sapien ut,commodo placerat praesent blandit nam nulla integer,o,cras in,USD,166.0,380.98,106.68,ip,so
p,at dolor,vestibulum proin eu,eget eros elementum pellentesque quisque porta,i,mattis egestas metus,kg,14.64,639.18,584.37,quisque ut erat,3.19,293.64,541.48,78.49,eget tempus,ligula pellentesque,1.25,r,nulla,eros elementum,tortor sollicitudin mi sit amet lobortis sapien,i,vitae quam,USD,579.14,344.6,829.58,pr,ii
i,lorem,consectetuer eget,quis orci nullam molestie nibh in,o,sociis natoque,USD,93.9,468.25,236.09,porta volutpat erat quisque,4.48,129.15,122.0,147.22,erat curabitur,donec ut mauris eget,8.79,i,nullam sit,consectetuer adipiscing elit,nam ultrices libero non mattis pulvinar nulla,p,diam id ornare,USD,102.65,247.34,543.66,ii,op
o,at,in quam,quis libero nullam sit amet turpis elementum,r,pede ac diam,kg,557.21,526.27,823.61,eu magna vulputate luctus,7.94,730.92,600.02,105.93,est,libero rutrum ac lobortis,6.73,p,lectus suspendisse,integer ac leo,eget orci vehicula condimentum curabitur in libero,i,luctus ultricies,USD,801.66,491.16,54.98,op,ri
i,lacus,morbi non,morbi non quam nec dui luctus,s,ultrices libero non,m,710.99,166.42,567.21,eu interdum eu tincidunt,4.75,255.92,895.69,375.91,imperdiet,ut massa quis,9.47,i,magnis,interdum mauris ullamcorper,aenean sit amet justo morbi ut odio,i,varius integer,USD,823.72,685.69,269.37,ii,si
o,primis,erat eros viverra,odio condimentum id luctus nec,r,erat quisque erat,m,247.42,50.2,592.51,non interdum in,7.28,517.47,548.89,795.13,id lobortis,sit amet consectetuer,1.94,r,nibh,odio cras mi,aliquam sit amet diam in magna bibendum,i,nulla tempus vivamus,%,429.88,520.17,358.95,or,ri
s,nulla tellus,imperdiet et,mauris viverra diam vitae quam suspendisse potenti,o,pellentesque ultrices phasellus,%,325.65,927.98,345.93,dui luctus rutrum nulla,0.87,122.55,802.82,622.32,sed,arcu sed augue aliquam,8.25,o,felis,ipsum primis in,pede justo eu massa donec dapibus duis,p,ornare imperdiet sapien,%,150.28,217.74,816.21,so,op
o,nibh,urna pretium,tincidunt eget tempus vel pede morbi porttitor,p,mauris vulputate elementum,USD,461.21,777.04,424.69,id nisl venenatis,1.26,352.75,65.76,422.14,curabitur,rhoncus aliquam,4.48,i,enim lorem,feugiat non pretium,vulputate vitae nisl aenean lectus pellentesque eget,s,cum sociis,kg,467.96,531.31,258.88,oi,ps
i,in,vivamus vestibulum sagittis,pellentesque volutpat dui maecenas tristique,r,in lacus curabitur,m,54.28,344.15,568.17,fermentum justo nec,1.36,592.3,31.59,361.82,erat nulla,ac est lacinia,7.94,r,mattis,morbi vestibulum velit,ut massa volutpat convallis morbi odio odio,i,at ipsum ac,%,178.25,815.33,138.99,ir,ri
o,viverra dapibus,tellus nisi,curabitur convallis duis consequat dui nec nisi,s,nullam porttitor,USD,582.06,461.68,662.85,eu sapien cursus vestibulum,8.29,584.96,762.6,188.51,habitasse,ipsum primis in faucibus,5.82,r,vulputate,nulla sed,quis turpis sed ante vivamus tortor duis,i,nisl duis ac,USD,467.51,909.99,759.88,or,si
s,amet nunc,et tempus semper,ante nulla justo aliquam quis turpis,r,ut rhoncus aliquet,USD,994.19,97.15,549.33,porttitor id consequat in,0.48,888.17,457.93,668.81,et,ultrices mattis,5.35,i,magna,gravida sem praesent,aliquam lacus morbi quis tortor id nulla,s,mauris enim,USD,213.37,557.4,383.17,si,rs
o,fusce consequat,dictumst aliquam augue,ante ipsum primis in faucibus,r,rhoncus aliquet pulvinar,kg,96.03,509.7,955.61,morbi a ipsum integer,4.5,227.3,260.76,829.69,nulla,bibendum morbi,5.79,s,odio curabitur,platea dictumst,cras pellentesque volutpat dui maecenas tristique est,p,purus phasellus in,USD,402.39,183.57,470.85,os,rp
o,risus dapibus,ultrices posuere cubilia,pellentesque viverra pede ac diam cras pellentesque,p,enim in tempor,kg,381.0,623.66,260.3,sit amet consectetuer adipiscing,7.31,987.25,308.24,482.72,in,suscipit nulla,6.79,s,elit proin,quis odio,consequat morbi a ipsum integer a nibh,p,nunc commodo placerat,USD,284.7,880.55,207.37,os,pp
o,non,erat quisque erat,nam congue risus semper porta,p,integer tincidunt,USD,44.46,655.07,870.52,nulla tellus in,6.15,777.72,559.58,280.25,porttitor,vulputate nonummy,9.55,r,ligula vehicula,est lacinia,in eleifend quam a odio in hac,s,adipiscing elit proin,m,64.94,816.89,704.21,or,ps
r,libero,cubilia curae duis,pharetra magna vestibulum aliquet ultrices,r,ac consequat metus,USD,395.04,325.68,877.69,nulla sed vel,4.62,562.76,693.26,974.52,ultrices,erat volutpat in,8.65,i,rutrum,hac habitasse platea,pharetra magna vestibulum aliquet ultrices erat tortor,i,eleifend luctus,USD,310.59,823.83,615.96,ri,ri
